id,marital_status,custody_status,count_prison_stays,time_in_prison,case_m,case_f,case_total,case_hard,case_drug,case_gambling,age_first_offense,count_arrest
9067,Single,Pretrial Defendant,0,,17,12,37,1,2,0,25,38
9068,Separated,Jail Inmate,0,,,,,,,,,0
9069,Single,Jail Inmate,0,,3,0,6,0,0,0,18,1
9070,Single,Pretrial Defendant,1,9870,1,9,22,0,9,0,28,14
9071,Single,Jail Inmate,0,,3,0,3,0,0,0,28,2
9072,Single,Jail Inmate,0,,7,1,8,1,0,0,18,10
9073,Single,Pretrial Defendant,0,,0,1,4,0,0,0,30,1
9074,Married,Jail Inmate,1,5376,5,1,8,0,1,0,20,6
9075,Single,Jail Inmate,0,,0,1,1,1,0,0,33,1
9076,Single,Jail Inmate,0,,4,0,10,0,1,0,21,1
9077,Single,Jail Inmate,0,,15,8,45,1,8,0,17,23
9078,Single,Jail Inmate,0,,3,1,4,0,2,0,18,4
9079,Single,Jail Inmate,0,,1,1,2,1,0,0,19,1
9080,Married,Jail Inmate,0,,4,2,20,0,4,0,32,8
9081,Single,Pretrial Defendant,0,,1,2,3,1,0,0,18,2
9082,Single,Jail Inmate,4,54144,15,11,32,1,9,0,15,36
9083,Single,Jail Inmate,10,463760,17,25,52,1,26,0,24,62
9084,Single,Pretrial Defendant,0,,2,2,4,1,0,0,18,3
9085,Single,Jail Inmate,0,,4,2,9,0,5,0,19,6
9086,Significant Other,Jail Inmate,1,23138,15,13,37,1,8,0,20,46
9087,Divorced,Pretrial Defendant,0,,9,0,26,0,0,0,43,5
9088,Single,Jail Inmate,0,,1,3,8,0,3,0,29,6
9089,Single,Pretrial Defendant,0,,3,1,12,0,1,0,34,6
9090,Single,Pretrial Defendant,0,,,,,,,,,0
9091,Single,Jail Inmate,0,,2,1,9,0,0,0,31,2
9092,Single,Jail Inmate,0,,2,4,10,0,3,0,42,7
9093,Single,Jail Inmate,0,,2,5,7,1,0,0,19,4
9094,Single,Jail Inmate,0,,24,7,45,2,6,0,17,32
9095,Single,Jail Inmate,0,,3,1,10,0,1,0,24,1
9096,Single,Jail Inmate,0,,9,6,23,5,1,0,19,19
9097,Single,Jail Inmate,0,,8,3,11,1,1,0,18,8
9098,Married,Jail Inmate,1,7068,3,0,4,0,0,0,31,3
9099,Separated,Jail Inmate,0,,1,2,4,1,0,0,38,6
9100,Single,Jail Inmate,0,,6,6,12,2,2,0,23,19
9101,Single,Pretrial Defendant,0,,2,3,5,0,0,0,21,5
9102,Single,Jail Inmate,0,,3,0,3,0,0,0,18,1
9103,Single,Jail Inmate,0,,,,,,,,,0
9104,Single,Jail Inmate,0,,7,3,15,0,4,0,19,9
9105,Single,Jail Inmate,0,,0,2,2,1,0,0,34,4
9106,Single,Jail Inmate,0,,4,3,23,1,1,0,18,3
9107,Single,Jail Inmate,0,,1,1,4,1,0,0,21,2
9108,Single,Pretrial Defendant,0,,4,2,11,1,0,0,39,9
9109,Single,Pretrial Defendant,0,,10,10,21,0,1,0,25,33
9110,Single,Jail Inmate,0,,15,4,20,0,12,0,26,15
9111,Single,Pretrial Defendant,0,,3,2,6,0,1,0,17,0
9112,Single,Jail Inmate,0,,17,8,43,2,6,0,20,36
9113,Single,Jail Inmate,0,,,,,,,,,0
9114,Single,Jail Inmate,0,,,,,,,,,0
9115,Single,Jail Inmate,2,29100,11,11,22,2,13,0,38,20
9116,Single,Jail Inmate,0,,5,0,9,0,0,0,44,0
9117,Single,Jail Inmate,0,,1,0,1,0,0,0,22,1
9118,Single,Jail Inmate,0,,0,1,1,0,0,0,28,0
9119,Single,Jail Inmate,0,,25,1,36,0,4,0,15,17
9120,Single,Pretrial Defendant,0,,0,1,1,0,0,0,17,1
9121,Single,Pretrial Defendant,0,,5,9,18,1,2,0,15,16
9122,Single,Pretrial Defendant,0,,4,2,14,1,0,0,18,4
9123,Single,Pretrial Defendant,0,,1,1,2,0,0,0,35,1
9124,Single,Pretrial Defendant,0,,,,,,,,,0
9125,Single,Jail Inmate,0,,3,0,3,0,0,0,45,2
9126,Single,Jail Inmate,0,,3,0,11,0,1,0,24,1
9127,Married,Jail Inmate,0,,2,0,8,0,1,0,36,1
9128,Single,Pretrial Defendant,0,,7,4,16,1,1,0,17,34
9129,Single,Jail Inmate,0,,2,1,3,1,1,0,20,2
9130,Single,Pretrial Defendant,1,31490,10,15,25,3,3,0,17,47
9131,Married,Jail Inmate,0,,1,0,1,0,0,0,18,1
9132,Single,Pretrial Defendant,2,8082,5,9,14,1,2,0,38,18
9133,Single,Pretrial Defendant,0,,1,2,7,0,3,0,19,3
9134,Married,Jail Inmate,0,,1,0,1,0,0,0,62,1
9135,Single,Jail Inmate,0,,2,0,4,0,0,0,25,1
9136,Single,Jail Inmate,0,,11,2,30,1,4,0,18,13
9137,Single,Jail Inmate,0,,1,2,8,1,0,0,22,2
9138,Single,Jail Inmate,0,,0,2,2,0,0,0,25,2
9139,Divorced,Jail Inmate,2,9513,6,9,18,0,9,0,18,21
9140,Single,Jail Inmate,0,,1,0,2,0,0,0,20,1
9141,Single,Jail Inmate,0,,3,1,4,1,1,0,22,6
9142,Significant Other,Jail Inmate,0,,,,,,,,,0
9143,Single,Jail Inmate,0,,0,1,3,1,0,0,16,1
9144,Single,Jail Inmate,0,,5,3,10,0,1,0,21,7
9145,Single,Jail Inmate,0,,4,0,24,0,1,0,16,1
9146,Single,Pretrial Defendant,0,,1,0,1,0,0,0,18,1
9147,Single,Jail Inmate,0,,6,7,22,0,1,0,22,7
9148,Single,Jail Inmate,0,,2,1,3,1,0,0,28,3
9149,Single,Jail Inmate,2,693,,,,,,,,0
9150,Single,Pretrial Defendant,0,,10,4,30,1,9,0,14,4
9151,Single,Jail Inmate,0,,0,0,8,0,0,0,26,0
9152,Single,Jail Inmate,4,152750,22,17,62,2,18,1,19,65
9153,Single,Jail Inmate,4,2542,1,1,2,0,0,0,32,2
9154,Single,Jail Inmate,0,,1,0,2,0,0,0,60,1
9155,Single,Pretrial Defendant,0,,0,2,2,1,0,0,17,1
9156,Single,Pretrial Defendant,0,,7,11,18,2,5,0,18,36
9157,Single,Jail Inmate,2,37444,23,18,59,2,12,0,18,44
9158,Single,Jail Inmate,0,,3,1,8,0,0,0,23,3
9159,Single,Jail Inmate,1,2716,9,5,14,1,0,0,45,7
9160,Single,Jail Inmate,0,,6,3,10,0,0,0,18,14
9161,Single,Pretrial Defendant,0,,3,3,6,0,3,0,44,6
9162,Married,Pretrial Defendant,0,,,,,,,,,0
9163,Married,Jail Inmate,3,31806,24,9,41,3,7,0,17,38
9164,Single,Pretrial Defendant,0,,0,4,5,2,0,0,19,4
9165,Single,Jail Inmate,0,,0,1,1,1,0,0,23,1
9166,Single,Jail Inmate,0,,1,1,2,0,2,0,20,2
9167,Separated,Jail Inmate,0,,1,1,3,0,2,0,27,0
9168,Single,Jail Inmate,0,,8,3,17,1,0,0,26,12
9169,Married,Jail Inmate,0,,3,1,10,0,0,0,21,2
9170,Single,Jail Inmate,0,,5,1,13,1,0,0,37,6
9171,Single,Jail Inmate,0,,2,0,3,0,0,0,36,1
9172,Single,Jail Inmate,0,,0,2,3,0,2,0,19,1
9173,Single,Jail Inmate,0,,0,2,3,1,1,0,18,2
9174,Single,Jail Inmate,0,,3,7,11,1,0,0,19,0
9175,Married,Jail Inmate,0,,4,0,14,0,0,0,25,3
9176,Single,Jail Inmate,0,,2,1,13,1,0,0,21,1
9177,Single,Jail Inmate,0,,,,,,,,,0
9178,Single,Jail Inmate,0,,5,0,11,0,0,0,26,3
9179,Single,Jail Inmate,0,,3,1,6,0,0,0,19,0
9180,Significant Other,Jail Inmate,0,,4,3,24,2,0,0,19,3
9181,Divorced,Jail Inmate,0,,3,0,9,0,0,0,36,2
9182,Single,Jail Inmate,0,,14,2,36,0,0,0,19,16
9183,Divorced,Jail Inmate,0,,2,0,4,0,0,0,25,2
9184,Single,Jail Inmate,0,,1,0,1,0,0,0,43,1
9185,Married,Jail Inmate,0,,15,4,39,0,0,0,29,35
9186,Single,Jail Inmate,3,27594,7,5,24,2,1,0,15,18
9187,Single,Jail Inmate,0,,3,3,6,1,1,0,17,3
9188,Single,Pretrial Defendant,0,,0,2,2,0,0,0,50,1
9189,Single,Pretrial Defendant,0,,6,1,16,0,0,0,32,15
9190,Single,Pretrial Defendant,0,,1,0,1,0,0,0,36,1
9191,Separated,Jail Inmate,1,4970,8,4,12,0,7,0,49,7
9192,Married,Jail Inmate,0,,2,0,24,0,0,0,23,1
9193,Single,Jail Inmate,0,,2,2,4,0,2,0,30,4
9194,Single,Pretrial Defendant,0,,3,0,6,0,0,0,18,4
9195,Single,Jail Inmate,0,,6,2,12,2,0,0,0,6
9196,Single,Jail Inmate,0,,1,6,7,0,5,0,33,2
9197,Single,Jail Inmate,0,,3,6,11,0,3,0,20,4
9198,Single,Jail Inmate,0,,1,0,11,0,0,0,19,1
9199,Single,Pretrial Defendant,0,,5,0,11,0,0,0,19,4
9200,Single,Pretrial Defendant,0,,1,2,4,0,3,0,33,6
9201,Single,Jail Inmate,0,,8,3,25,0,3,0,16,3
9202,Separated,Pretrial Defendant,6,117312,19,17,37,3,22,0,18,48
9203,Single,Pretrial Defendant,0,,1,2,4,0,0,0,25,3
9204,Married,Jail Inmate,0,,2,1,5,1,0,0,17,1
9205,Single,Jail Inmate,0,,0,1,1,0,0,0,26,0
9206,Single,Jail Inmate,2,5328,9,3,12,0,5,0,39,6
9207,Single,Jail Inmate,0,,3,0,3,0,1,0,18,2
9208,Single,Jail Inmate,4,87243,10,16,34,0,17,0,17,39
9209,Married,Jail Inmate,0,,8,4,17,2,0,0,18,10
9210,Single,Jail Inmate,0,,3,24,41,0,3,0,12,4
9211,Single,Jail Inmate,0,,3,4,8,4,0,0,19,7
9212,Single,Jail Inmate,0,,2,7,14,0,5,0,22,11
9213,Married,Jail Inmate,0,,3,8,11,1,2,0,21,14
9214,Unknown,Jail Inmate,0,,2,2,9,0,0,0,20,4
9215,Single,Jail Inmate,0,,3,0,3,0,2,0,19,3
9216,Married,Jail Inmate,0,,1,0,1,0,0,0,63,1
9217,Single,Jail Inmate,0,,0,1,1,1,0,0,33,1
9218,Single,Jail Inmate,1,7203,10,10,32,4,5,0,16,21
9219,Single,Jail Inmate,0,,13,6,24,0,6,0,18,24
9220,Single,Jail Inmate,0,,1,0,9,0,0,0,24,0
9221,Significant Other,Jail Inmate,0,,6,2,8,0,4,0,18,6
9222,Single,Jail Inmate,0,,2,0,2,0,0,0,32,1
9223,Single,Jail Inmate,0,,,,,,,,,0
9224,Single,Jail Inmate,0,,0,1,3,1,0,0,36,1
9225,Single,Jail Inmate,2,58650,10,11,30,2,10,0,15,25
9226,Married,Jail Inmate,0,,3,1,7,0,0,0,20,2
9227,Single,Jail Inmate,0,,0,2,25,0,0,0,22,2
9228,Single,Pretrial Defendant,1,10341,8,7,16,0,15,0,29,27
9229,Single,Jail Inmate,0,,1,0,1,0,0,0,18,1
9230,Single,Jail Inmate,0,,1,0,1,0,0,0,20,1
9231,Single,Jail Inmate,0,,4,8,23,0,8,0,17,22
9232,Single,Jail Inmate,1,6256,9,11,27,1,2,0,18,17
9233,Single,Jail Inmate,0,,1,1,9,0,2,0,21,0
9234,Single,Jail Inmate,0,,0,1,12,1,0,0,22,1
9235,Single,Jail Inmate,0,,6,1,14,0,0,0,30,5
9236,Single,Pretrial Defendant,0,,5,3,11,0,8,0,18,9
9237,Divorced,Jail Inmate,0,,,,,,,,,0
9238,Single,Jail Inmate,0,,0,2,3,0,0,0,31,2
9239,Single,Jail Inmate,0,,2,2,4,1,1,0,18,3
9240,Single,Jail Inmate,1,2409,3,3,14,1,0,0,17,11
9241,Single,Jail Inmate,0,,2,1,7,1,0,0,38,1
9242,Single,Jail Inmate,0,,0,1,1,0,1,0,35,1
9243,Single,Jail Inmate,0,,0,5,12,1,3,0,18,9
9244,Single,Jail Inmate,0,,5,2,23,0,5,0,17,2
9245,Single,Jail Inmate,0,,4,0,10,0,0,0,19,2
9246,Single,Jail Inmate,0,,2,0,2,0,0,0,53,2
9247,Single,Jail Inmate,0,,4,1,21,1,0,0,26,4
9248,Divorced,Jail Inmate,9,168288,24,19,79,5,6,0,22,48
9249,Single,Jail Inmate,0,,1,0,1,0,0,0,30,1
9250,Separated,Jail Inmate,0,,3,0,4,0,0,0,60,2
9251,Single,Jail Inmate,0,,5,8,19,0,0,0,17,13
9252,Single,Jail Inmate,0,,4,5,21,0,1,0,21,17
9253,Single,Jail Inmate,0,,6,4,15,0,1,0,18,16
9254,Married,Jail Inmate,0,,5,1,16,0,0,0,27,5
9255,Separated,Jail Inmate,0,,3,6,14,4,0,0,25,4
9256,Divorced,Jail Inmate,1,15000,17,12,32,4,7,0,15,30
9257,Single,Jail Inmate,0,,1,2,3,1,1,0,26,3
9258,Married,Jail Inmate,0,,1,0,3,0,0,0,38,1
9259,Single,Jail Inmate,0,,2,6,9,1,3,0,29,2
9260,Separated,Jail Inmate,0,,3,6,16,1,1,0,43,12
9261,Single,Jail Inmate,0,,4,3,11,1,2,0,19,16
9262,Single,Jail Inmate,1,3314,2,1,5,0,0,0,18,2
9263,Single,Jail Inmate,0,,0,1,7,0,1,0,18,1
9264,Unknown,Jail Inmate,0,,0,2,2,2,0,0,51,0
9265,Married,Pretrial Defendant,1,3588,2,2,21,0,4,0,31,4
9266,Single,Jail Inmate,0,,1,1,2,0,1,0,27,2
9267,Single,Jail Inmate,0,,2,0,5,0,0,0,34,3
9268,Single,Jail Inmate,0,,3,35,41,4,0,0,21,5
9269,Married,Jail Inmate,0,,1,0,5,0,0,0,17,1
9270,Single,Jail Inmate,1,424,3,1,7,1,0,0,26,2
9271,Single,Pretrial Defendant,0,,1,0,1,0,0,0,45,1
9272,Single,Pretrial Defendant,0,,0,1,1,0,0,0,56,1
9273,Single,Jail Inmate,0,,13,3,26,0,3,0,17,4
9274,Single,Jail Inmate,0,,2,1,4,1,0,0,22,0
9275,Single,Jail Inmate,0,,0,1,7,0,0,0,23,1
9276,Separated,Pretrial Defendant,0,,1,0,2,0,0,0,53,2
9277,Single,Jail Inmate,0,,1,0,1,0,0,0,25,1
9278,Separated,Jail Inmate,0,,4,2,8,1,3,0,43,3
9279,Significant Other,Jail Inmate,0,,1,0,1,0,0,0,25,1
9280,Significant Other,Jail Inmate,0,,8,1,12,0,4,0,26,8
9281,Single,Pretrial Defendant,0,,1,1,2,1,0,0,44,2
9282,Single,Jail Inmate,0,,1,1,2,1,0,0,19,2
9283,Married,Jail Inmate,0,,8,1,27,0,0,0,28,5
9284,Married,Jail Inmate,0,,1,3,4,1,1,0,29,4
9285,Married,Jail Inmate,0,,3,5,11,1,5,0,39,8
9286,Single,Jail Inmate,0,,4,4,8,0,3,0,27,8
9287,Single,Jail Inmate,0,,13,13,29,2,11,0,18,32
9288,Single,Pretrial Defendant,0,,1,3,4,1,0,0,18,4
9289,Single,Pretrial Defendant,0,,,,,,,,,0
9290,Single,Pretrial Defendant,0,,4,7,21,1,1,0,22,15
9291,Single,Jail Inmate,0,,3,0,3,0,2,0,19,0
9292,Single,Jail Inmate,0,,5,6,16,0,0,0,20,13
9293,Single,Jail Inmate,0,,14,4,31,1,5,0,18,17
9294,Single,Jail Inmate,0,,,,,,,,,0
9295,Single,Jail Inmate,0,,3,1,12,0,1,0,25,3
9296,Single,Jail Inmate,0,,7,4,11,2,2,0,18,12
9297,Single,Jail Inmate,3,15130,3,4,7,2,2,0,32,5
9298,Married,Jail Inmate,0,,7,0,33,0,0,0,28,0
9299,Married,Jail Inmate,0,,3,3,18,0,3,0,31,5
9300,Single,Jail Inmate,0,,7,4,13,0,11,0,20,6
9301,Separated,Jail Inmate,0,,0,0,3,0,0,0,24,0
9302,Single,Jail Inmate,0,,,,,,,,,0
9303,Single,Jail Inmate,0,,2,0,3,0,1,0,27,1
9304,Single,Jail Inmate,0,,0,0,4,0,0,0,37,2
9305,Married,Jail Inmate,0,,1,0,1,0,0,0,21,1
9306,Single,Jail Inmate,0,,4,0,7,1,0,0,14,2
9307,Married,Jail Inmate,2,80808,32,19,62,2,21,0,40,74
9308,Single,Jail Inmate,0,,6,7,22,0,8,0,33,15
9309,Married,Jail Inmate,0,,7,3,13,0,0,0,43,10
9310,Single,Pretrial Defendant,0,,3,5,25,0,3,0,43,7
9311,Single,Pretrial Defendant,0,,0,2,2,1,0,0,55,4
9312,Single,Jail Inmate,4,15468,1,3,4,1,0,0,45,4
9313,Married,Pretrial Defendant,0,,1,17,21,16,0,0,24,18
9314,Single,Pretrial Defendant,0,,2,2,5,1,0,0,47,4
9315,Single,Jail Inmate,0,,1,3,18,0,2,0,17,6
9316,Single,Jail Inmate,0,,1,1,8,0,2,0,20,4
9317,Divorced,Jail Inmate,0,,4,0,11,0,0,0,43,0
9318,Single,Jail Inmate,0,,20,4,41,1,8,0,18,18
9319,Single,Pretrial Defendant,0,,16,3,35,0,6,0,21,25
9320,Divorced,Jail Inmate,0,,2,0,14,0,0,0,43,1
9321,Single,Jail Inmate,0,,,,,,,,,0
9322,Single,Jail Inmate,0,,4,2,6,0,2,0,17,3
9323,Single,Jail Inmate,0,,8,2,11,1,1,0,14,5
9324,Single,Pretrial Defendant,0,,3,3,22,0,3,0,20,8
9325,Single,Jail Inmate,0,,21,8,30,0,12,0,42,21
9326,Single,Jail Inmate,0,,7,3,13,2,1,0,31,8
9327,Married,Jail Inmate,0,,5,2,7,0,5,0,18,3
9327,Single,Jail Inmate,0,,5,2,7,0,5,0,18,10
9328,Separated,Jail Inmate,0,,0,1,1,1,0,0,38,1
9329,Significant Other,Jail Inmate,1,2261,3,2,6,1,3,0,40,7
9330,Single,Pretrial Defendant,0,,0,8,26,4,0,0,16,10
9331,Single,Jail Inmate,0,,2,0,5,0,0,0,20,0
9332,Single,Jail Inmate,0,,1,1,6,0,1,0,18,2
9333,Single,Jail Inmate,2,23598,11,15,34,6,3,0,20,38
9334,Single,Pretrial Defendant,1,3875,10,2,12,0,1,0,39,5
9335,Divorced,Jail Inmate,0,,4,8,17,1,5,0,25,18
9336,Single,Jail Inmate,0,,6,2,22,0,0,0,20,11
9337,Single,Jail Inmate,0,,2,2,8,1,0,0,39,3
9338,Separated,Jail Inmate,0,,4,0,11,0,0,0,20,1
9339,Single,Jail Inmate,0,,3,2,13,1,2,0,21,10
9340,Single,Pretrial Defendant,0,,0,1,1,0,0,0,20,2
9341,Single,Jail Inmate,0,,3,5,10,0,3,0,18,10
9341,Single,Pretrial Defendant,0,,3,5,10,0,3,0,18,3
9342,Single,Jail Inmate,0,,1,0,5,0,0,0,17,1
9343,Significant Other,Jail Inmate,0,,14,5,28,0,2,0,19,19
9344,Single,Jail Inmate,0,,5,3,9,0,1,0,38,9
9345,Married,Pretrial Defendant,0,,,,,,,,,0
9346,Single,Pretrial Defendant,0,,6,0,6,0,0,0,29,6
9347,Single,Jail Inmate,0,,,,,,,,,0
9348,Single,Pretrial Defendant,0,,2,1,5,1,2,0,18,1
9349,Single,Jail Inmate,0,,3,5,9,2,0,0,19,10
9350,Single,Jail Inmate,0,,5,2,10,0,0,0,24,7
9351,Single,Jail Inmate,0,,18,8,46,0,1,0,27,36
9352,Single,Jail Inmate,0,,7,3,12,1,0,0,15,6
9353,Single,Jail Inmate,0,,3,7,15,3,0,0,27,9
9354,Single,Jail Inmate,0,,3,0,5,0,0,0,20,0
9355,Single,Jail Inmate,2,21798,6,3,10,0,3,0,41,9
9356,Single,Jail Inmate,1,3150,1,1,3,0,1,0,18,5
9357,Single,Jail Inmate,0,,8,2,17,1,2,0,18,12
9358,Separated,Jail Inmate,1,22820,11,10,32,3,7,0,13,20
9359,Single,Jail Inmate,0,,2,2,13,0,0,0,20,5
9360,Significant Other,Jail Inmate,0,,0,1,1,0,1,0,25,1
9361,Single,Jail Inmate,1,54656,9,20,30,7,0,0,18,56
9362,Single,Jail Inmate,0,,1,0,2,0,0,0,39,1
9363,Significant Other,Jail Inmate,0,,9,2,18,0,3,0,18,16
9364,Single,Jail Inmate,10,175824,19,20,50,0,28,0,19,54
9365,Single,Jail Inmate,11,820908,19,33,62,4,17,0,15,56
9366,Divorced,Jail Inmate,0,,1,0,1,0,0,0,46,1
9367,Single,Jail Inmate,0,,11,8,21,4,0,0,18,36
9367,Single,Pretrial Defendant,0,,11,8,21,4,0,0,18,31
9368,Married,Jail Inmate,0,,4,4,13,0,3,0,33,6
9369,Single,Jail Inmate,0,,1,0,1,0,0,0,27,0
9370,Single,Jail Inmate,0,,13,12,36,6,8,0,23,38
9371,Single,Jail Inmate,7,95294,12,22,42,5,9,0,19,53
9372,Single,Jail Inmate,0,,1,4,12,2,0,0,17,4
9373,Single,Jail Inmate,0,,4,1,10,0,0,0,34,8
9374,Single,Jail Inmate,2,28032,6,8,40,0,5,0,18,24
9375,Single,Jail Inmate,0,,6,1,10,0,0,0,18,4
9376,Single,Jail Inmate,0,,0,1,1,0,0,0,26,1
9377,Married,Jail Inmate,0,,1,1,5,0,0,0,55,2
9378,Single,Jail Inmate,0,,7,5,16,1,2,0,18,5
9379,Single,Pretrial Defendant,0,,0,1,1,1,0,0,24,1
9380,Single,Jail Inmate,0,,4,5,14,0,4,0,18,10
9381,Single,Jail Inmate,0,,2,2,5,0,0,0,28,4
9382,Single,Jail Inmate,0,,3,3,6,1,2,1,19,9
9383,Single,Pretrial Defendant,4,100290,14,12,30,2,3,0,24,30
9384,Single,Jail Inmate,1,6647,3,9,13,3,0,0,17,17
9385,Single,Jail Inmate,0,,9,3,32,0,0,0,28,8
9386,Married,Jail Inmate,0,,5,3,18,0,1,0,28,14
9387,Single,Jail Inmate,0,,0,2,2,0,1,0,24,6
9388,Single,Jail Inmate,0,,1,1,2,0,2,0,44,0
9389,Single,Jail Inmate,0,,1,0,3,0,0,0,23,1
9390,Married,Jail Inmate,0,,8,2,22,0,1,0,19,15
9391,Single,Jail Inmate,0,,0,1,3,0,0,0,24,2
9392,Married,Jail Inmate,0,,2,1,3,0,0,0,49,2
9393,Single,Jail Inmate,0,,2,1,8,0,0,0,24,2
9394,Single,Pretrial Defendant,0,,7,5,22,0,5,0,19,19
9395,Single,Jail Inmate,0,,3,7,30,2,1,0,18,11
9396,Significant Other,Jail Inmate,0,,10,2,17,1,0,0,18,14
9397,Single,Jail Inmate,0,,5,2,15,0,0,0,23,4
9398,Single,Jail Inmate,0,,7,0,12,0,0,0,19,1
9399,Single,Jail Inmate,0,,5,2,19,0,0,0,32,13
9399,Single,Pretrial Defendant,0,,5,2,19,0,0,0,32,8
9400,Single,Pretrial Defendant,3,9750,1,2,4,0,2,0,47,6
9400,Unknown,Jail Inmate,3,1625,1,2,4,0,2,0,47,1
9401,Single,Jail Inmate,0,,3,0,16,0,0,0,19,1
9402,Single,Jail Inmate,3,76560,21,15,47,3,11,0,18,55
9403,Single,Jail Inmate,0,,3,1,8,0,1,0,22,4
9404,Single,Jail Inmate,0,,7,1,8,1,0,0,30,3
9405,Single,Jail Inmate,2,7938,0,14,14,12,0,0,24,21
9406,Divorced,Pretrial Defendant,0,,1,6,7,1,1,0,29,7
9407,Single,Jail Inmate,1,55640,16,18,59,1,13,0,20,52
9408,Significant Other,Pretrial Defendant,0,,5,4,14,1,1,0,40,7
9409,Single,Jail Inmate,0,,6,4,12,1,4,0,19,14
9410,Single,Jail Inmate,0,,2,1,4,0,2,0,25,3
9411,Separated,Jail Inmate,0,,,,,,,,,0
9412,Married,Jail Inmate,0,,1,1,3,0,0,0,28,2
9413,Single,Jail Inmate,2,49410,23,10,52,0,15,0,18,51
9414,Single,Jail Inmate,0,,8,0,16,0,1,0,24,5
9415,Single,Jail Inmate,0,,9,0,17,0,0,0,28,7
9416,Single,Jail Inmate,0,,1,2,15,1,0,0,19,2
9417,Divorced,Pretrial Defendant,0,,2,4,10,0,4,0,25,4
9418,Married,Jail Inmate,0,,0,1,1,1,0,0,25,1
9419,Single,Jail Inmate,0,,3,11,16,0,10,0,43,0
9420,Single,Pretrial Defendant,0,,6,1,18,0,0,0,17,8
9421,Single,Jail Inmate,0,,,,,,,,,0
9422,Divorced,Jail Inmate,10,261963,16,24,40,1,6,0,26,39
9423,Single,Jail Inmate,0,,5,1,12,0,4,0,18,4
9424,Divorced,Jail Inmate,0,,2,0,9,0,0,0,43,7
9425,Married,Jail Inmate,0,,0,1,2,1,0,0,46,1
9426,Separated,Jail Inmate,0,,0,2,2,1,0,0,41,6
9427,Single,Jail Inmate,0,,0,1,2,0,0,0,25,1
9428,Single,Jail Inmate,0,,9,7,25,2,0,0,23,22
9429,Single,Jail Inmate,0,,4,3,11,2,0,0,18,2
9430,Single,Jail Inmate,0,,19,8,38,1,4,0,27,40
9431,Married,Jail Inmate,0,,3,0,5,0,0,0,37,3
9432,Single,Pretrial Defendant,0,,4,5,9,0,0,0,26,10
9433,Single,Jail Inmate,0,,1,0,7,0,0,0,40,1
9434,Single,Jail Inmate,0,,2,2,10,1,0,0,21,6
9435,Single,Jail Inmate,0,,5,1,11,0,3,0,20,1
9436,Single,Jail Inmate,0,,18,3,71,0,2,0,19,34
9437,Single,Jail Inmate,1,5214,1,6,21,2,0,0,17,6
9438,Single,Pretrial Defendant,10,237060,14,34,50,8,4,0,27,54
9439,Single,Jail Inmate,0,,3,5,8,0,4,0,18,11
9440,Single,Jail Inmate,0,,0,2,3,1,0,0,19,0
9441,Single,Jail Inmate,2,3010,9,0,23,0,1,0,18,5
9442,Single,Jail Inmate,0,,3,5,8,0,5,0,19,9
9443,Single,Jail Inmate,3,52483,21,14,41,0,10,0,17,31
9444,Single,Jail Inmate,0,,2,1,3,0,1,0,22,0
9445,Married,Jail Inmate,0,,1,0,3,0,0,0,27,1
9446,Single,Jail Inmate,0,,4,4,12,1,1,0,20,11
9447,Single,Jail Inmate,0,,0,4,5,2,0,0,21,4
9448,Single,Pretrial Defendant,0,,2,0,2,0,0,0,42,2
9449,Single,Jail Inmate,0,,,,,,,,,0
9450,Single,Jail Inmate,0,,3,0,3,0,1,0,21,0
9451,Single,Jail Inmate,0,,6,3,11,1,1,0,19,6
9452,Single,Jail Inmate,0,,21,10,34,0,11,0,16,36
9453,Single,Jail Inmate,1,14634,3,2,6,0,3,0,17,9
9454,Single,Pretrial Defendant,0,,1,0,4,0,0,0,29,2
9455,Married,Jail Inmate,0,,0,1,1,1,0,0,54,1
9456,Single,Jail Inmate,0,,0,1,2,0,0,0,18,1
9457,Single,Pretrial Defendant,0,,,,,,,,,0
9458,Single,Jail Inmate,0,,5,4,11,0,3,0,21,0
9459,Single,Jail Inmate,0,,1,0,1,0,1,0,21,0
9460,Single,Jail Inmate,0,,1,0,4,0,0,0,37,0
9461,Married,Jail Inmate,0,,2,0,2,0,0,0,33,0
9462,Significant Other,Jail Inmate,1,18997,8,1,12,0,6,0,31,11
9463,Significant Other,Jail Inmate,0,,2,0,4,0,0,0,30,0
9464,Single,Jail Inmate,0,,1,0,8,0,0,0,19,0
9465,Single,Jail Inmate,0,,0,4,5,1,0,0,24,3
9466,Single,Jail Inmate,0,,3,0,6,0,0,0,38,1
9467,Single,Jail Inmate,0,,6,3,10,0,2,0,20,6
9468,Single,Jail Inmate,0,,2,0,2,0,0,0,25,0
9469,Married,Pretrial Defendant,0,,14,1,22,0,7,0,20,19
9470,Single,Pretrial Defendant,0,,4,12,20,0,0,0,18,26
9471,Single,Jail Inmate,0,,4,0,19,0,0,0,53,1
9472,Single,Pretrial Defendant,0,,2,2,5,0,0,0,24,4
9473,Single,Jail Inmate,0,,11,9,26,2,4,0,18,29
9474,Single,Jail Inmate,0,,,,,,,,,0
9475,Single,Jail Inmate,0,,6,1,13,0,0,0,21,8
9476,Single,Jail Inmate,0,,5,2,27,0,0,0,26,10
